Zoo Name,Location,City,State,SpeciesID,Species Name,Opening Balance - Male,Opening Balance - Female,Opening Balance - Unknown Sex,Opening Balance - Total,Birth - Male,Birth - Female,Birth - Unknown Sex,Acquisition - Male,Acquisition - Female,Acquisition - Unknown Sex,Death - Male,Death - Female,Death - Unknown Sex,Disposal - Male,Disposal - Female,Disposal - Unknown Sex,Closing Balance - Male,Closing Balance - Female,Closing Balance - Unknown Sex,Closing Balance - Total,Zoo Size,Total_Birth,Total_Acquisition,Total_Death,Total_Disposal,Calculated_Closing,Reporting_Error,Zone,Net_Growth,Is_Endangered,Mortality_Rate
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,107.0,Banded Krait (Bungarus ) fasciatus,7.0,6.0,5.0,5.0,15.0,10.0,6.0,9.0,6.0,9.0,10.0,6.0,2.0,8.0,3.0,15.0,4.0,7.0,15.0,11.0,Medium,31.0,24.0,18.0,26.0,16.0,True,East,11.0,False,3.6
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,108.0,Common Sand (Gongylophi ) Boa s conicus,11.0,12.0,7.0,7.0,2.0,3.0,6.0,5.0,5.0,12.0,14.0,8.0,13.0,15.0,13.0,3.0,2.0,2.0,12.0,4.0,Medium,11.0,22.0,35.0,31.0,-26.0,True,East,-33.0,False,5.0
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,109.0,Common Vine (Ahaetulla ) Snake nasuta,12.0,13.0,4.0,4.0,2.0,13.0,5.0,6.0,2.0,13.0,10.0,12.0,2.0,8.0,13.0,15.0,11.0,2.0,13.0,3.0,Medium,20.0,21.0,24.0,36.0,-15.0,True,East,-19.0,False,6.0
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,110.0,Green Iguana (Iguana ) iguana,15.0,3.0,9.0,13.0,4.0,11.0,47.0,10.0,7.0,5.0,4.0,15.0,4.0,15.0,12.0,8.0,7.0,3.0,56.0,60.0,Medium,62.0,22.0,23.0,35.0,39.0,True,East,26.0,False,1.77
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,111.0,Indian Star (Geochelone ) Tortoise elegans,6.0,2.0,7.0,7.0,4.0,10.0,15.0,8.0,9.0,152.0,12.0,10.0,14.0,4.0,7.0,14.0,14.0,6.0,157.0,157.0,Medium,29.0,169.0,36.0,25.0,144.0,True,East,137.0,False,5.14
Alipore Zoological Garden,Kolkata,Kolkata,West Bengal,112.0,Yellow Anaconda (Eunectes ) notaeus,5.0,9.0,20.0,21.0,5.0,4.0,3.0,4.0,14.0,10.0,4.0,5.0,8.0,11.0,9.0,11.0,6.0,7.0,14.0,13.0,Medium,12.0,28.0,17.0,31.0,13.0,False,East,-8.0,False,0.81
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,1.0,Asian Koel (Eudynamys ) scolopaceu s,15.0,2.0,9.0,3.0,2.0,11.0,12.0,9.0,15.0,7.0,2.0,8.0,6.0,11.0,10.0,7.0,15.0,13.0,8.0,3.0,Medium,25.0,31.0,16.0,28.0,15.0,True,East,12.0,False,5.33
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,2.0,Baya Weaver (Ploceus ) philippinus,15.0,6.0,4.0,4.0,3.0,7.0,13.0,3.0,10.0,13.0,5.0,4.0,8.0,6.0,9.0,9.0,9.0,8.0,4.0,4.0,Medium,23.0,26.0,17.0,24.0,12.0,True,East,8.0,False,4.25
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,3.0,Black Kite (Milvus ) migrans,6.0,11.0,9.0,9.0,12.0,11.0,2.0,4.0,7.0,12.0,15.0,12.0,6.0,5.0,4.0,4.0,7.0,3.0,9.0,9.0,Medium,25.0,23.0,33.0,13.0,11.0,True,East,2.0,False,3.67
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,4.0,Black Swan (Cygnus ) atratus,7.0,7.0,10.0,13.0,4.0,12.0,8.0,13.0,12.0,11.0,9.0,7.0,4.0,12.0,8.0,5.0,8.0,8.0,5.0,14.0,Medium,24.0,36.0,20.0,25.0,28.0,True,East,15.0,False,1.54
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,5.0,Black-crowned (Nycticorax ) Night Heron nycticorax,14.0,3.0,13.0,2.0,5.0,14.0,12.0,10.0,10.0,15.0,2.0,11.0,7.0,12.0,2.0,11.0,10.0,9.0,9.0,19.0,Medium,31.0,35.0,20.0,25.0,23.0,True,East,21.0,False,10.0
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,6.0,Black-headed Ibis (Threskiorni ) s melanocep halus,2.0,11.0,4.0,2.0,9.0,3.0,10.0,10.0,10.0,2.0,11.0,13.0,5.0,7.0,11.0,3.0,12.0,10.0,4.0,22.0,Medium,22.0,22.0,29.0,21.0,-4.0,True,East,-6.0,False,14.5
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,7.0,Black-necked (Cygnus ) Swan melancoryp hus,14.0,2.0,15.0,9.0,13.0,15.0,5.0,7.0,9.0,13.0,4.0,3.0,2.0,4.0,3.0,2.0,10.0,9.0,3.0,5.0,Medium,33.0,29.0,9.0,9.0,53.0,True,East,44.0,False,1.0
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,8.0,Budgerigar (Melopsittac ) us undulatus,5.0,9.0,133.0,133.0,6.0,9.0,8.0,12.0,7.0,6.0,6.0,7.0,11.0,2.0,15.0,8.0,12.0,6.0,133.0,133.0,Medium,23.0,25.0,24.0,25.0,132.0,True,East,-1.0,False,0.18
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,9.0,Cockatiel (Nymphicus ) hollandicus,5.0,5.0,10.0,20.0,8.0,13.0,15.0,10.0,2.0,9.0,5.0,10.0,15.0,12.0,4.0,8.0,5.0,5.0,25.0,35.0,Medium,36.0,21.0,30.0,24.0,23.0,True,East,3.0,False,1.5
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,10.0,Common Barn (Tyto alba ) Owl,12.0,13.0,5.0,5.0,5.0,15.0,6.0,9.0,15.0,7.0,14.0,4.0,15.0,2.0,2.0,5.0,11.0,14.0,14.0,11.0,Medium,26.0,31.0,33.0,9.0,20.0,True,East,15.0,False,6.6
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,11.0,*Common Hill Myna (Gracula ) religiosa,13.0,2.0,5.0,3.0,7.0,9.0,12.0,2.0,2.0,7.0,6.0,14.0,12.0,3.0,8.0,13.0,9.0,5.0,3.0,3.0,Medium,28.0,11.0,32.0,24.0,-14.0,True,East,-17.0,False,10.67
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,12.0,Common Quail (Coturnix ) coturnix,2.0,3.0,6.0,8.0,12.0,9.0,12.0,8.0,11.0,9.0,5.0,4.0,13.0,15.0,7.0,8.0,2.0,4.0,6.0,8.0,Medium,33.0,28.0,22.0,30.0,17.0,True,East,9.0,False,2.75
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,13.0,"Common ostrich, (Struthio ) Ostrich camelus",3.0,3.0,6.0,6.0,4.0,13.0,2.0,10.0,3.0,9.0,14.0,11.0,8.0,12.0,12.0,12.0,3.0,4.0,2.0,9.0,Medium,19.0,22.0,33.0,36.0,-22.0,True,East,-28.0,False,5.5
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,15.0,Emu (Dromaius ) novaehollan diae,5.0,8.0,6.0,19.0,13.0,5.0,4.0,8.0,6.0,7.0,8.0,5.0,6.0,3.0,4.0,2.0,2.0,4.0,6.0,12.0,Medium,22.0,21.0,19.0,9.0,34.0,True,East,15.0,False,1.0
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,16.0,Eurasian Eagle (Bubo bubo ) Owl,2.0,5.0,2.0,2.0,9.0,7.0,2.0,9.0,14.0,14.0,13.0,13.0,5.0,3.0,13.0,7.0,14.0,8.0,2.0,2.0,Medium,18.0,37.0,31.0,23.0,3.0,True,East,1.0,False,15.5
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,17.0,Golden Pheasant (Chrysoloph ) us pictus,9.0,2.0,2.0,3.0,8.0,2.0,14.0,14.0,13.0,5.0,7.0,11.0,7.0,6.0,2.0,2.0,13.0,2.0,15.0,3.0,Medium,24.0,32.0,25.0,10.0,24.0,True,East,21.0,False,8.33
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,18.0,Great White (Pelecanus ) Pelican onocrotalus,15.0,7.0,13.0,10.0,6.0,6.0,15.0,4.0,14.0,10.0,12.0,6.0,4.0,7.0,6.0,8.0,4.0,14.0,6.0,13.0,Medium,27.0,28.0,22.0,21.0,22.0,True,East,12.0,False,2.2
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,19.0,Grey Francolin (Francolinus ) pondicerian us,9.0,3.0,4.0,4.0,6.0,4.0,13.0,5.0,4.0,9.0,7.0,10.0,3.0,5.0,7.0,11.0,13.0,13.0,4.0,4.0,Medium,23.0,18.0,20.0,23.0,2.0,True,East,-2.0,False,5.0
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,20.0,Grey Heron (Ardea ) cinerea,4.0,12.0,10.0,5.0,4.0,11.0,8.0,5.0,7.0,6.0,3.0,13.0,14.0,9.0,9.0,4.0,2.0,4.0,11.0,7.0,Medium,23.0,18.0,30.0,22.0,-6.0,True,East,-11.0,False,6.0
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,21.0,*Indian Peafowl (Pavo ) cristatus,18.0,22.0,2.0,42.0,5.0,15.0,11.0,6.0,4.0,2.0,6.0,7.0,10.0,3.0,10.0,10.0,15.0,12.0,2.0,29.0,Medium,31.0,12.0,23.0,23.0,39.0,True,East,-3.0,False,0.55
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,22.0,Java Sparrow (Lonchura ) oryzivora,14.0,4.0,5.0,5.0,15.0,10.0,15.0,15.0,15.0,8.0,15.0,9.0,15.0,6.0,3.0,7.0,10.0,6.0,4.0,4.0,Medium,40.0,38.0,39.0,16.0,28.0,True,East,23.0,False,7.8
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,23.0,*Kalij Pheasant (Lophura ) leucomelan os,2.0,9.0,12.0,3.0,6.0,15.0,7.0,10.0,13.0,11.0,3.0,12.0,3.0,12.0,5.0,7.0,2.0,8.0,9.0,3.0,Medium,28.0,34.0,18.0,24.0,23.0,True,East,20.0,False,6.0
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,24.0,Lady Amherst's (Chrysoloph ) Pheasant us amherstiae,15.0,3.0,2.0,2.0,9.0,3.0,6.0,13.0,5.0,3.0,10.0,14.0,5.0,5.0,14.0,6.0,5.0,9.0,13.0,13.0,Medium,18.0,21.0,29.0,25.0,-13.0,True,East,-15.0,False,14.5
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,25.0,Lesser Adjutant (Leptoptilos ) Stork javanicus,2.0,4.0,2.0,2.0,6.0,8.0,6.0,4.0,5.0,12.0,10.0,12.0,6.0,8.0,6.0,13.0,4.0,11.0,2.0,2.0,Medium,20.0,21.0,28.0,27.0,-12.0,True,East,-14.0,False,14.0
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,26.0,Mandarin Duck (Aix ) galericulata,13.0,6.0,9.0,15.0,9.0,10.0,6.0,10.0,10.0,5.0,4.0,8.0,8.0,6.0,8.0,3.0,3.0,10.0,9.0,11.0,Medium,25.0,25.0,20.0,17.0,28.0,True,East,13.0,False,1.33
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,28.0,Painted Spurfowl (Galloperdix ) lunulata,9.0,15.0,13.0,4.0,9.0,9.0,8.0,11.0,4.0,5.0,7.0,7.0,8.0,7.0,4.0,9.0,10.0,10.0,2.0,5.0,Medium,26.0,20.0,22.0,20.0,8.0,True,East,4.0,False,5.5
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,29.0,"Peach-faced (Agapornis ) Lovebird, roseicollis Rosy-faced Lovebird",15.0,7.0,5.0,2.0,3.0,7.0,3.0,5.0,4.0,2.0,3.0,10.0,9.0,15.0,12.0,10.0,6.0,6.0,9.0,2.0,Medium,13.0,11.0,22.0,37.0,-33.0,True,East,-35.0,False,11.0
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,30.0,*Peafowl (leucistic) (Pavo ) cristatus,2.0,3.0,9.0,5.0,15.0,12.0,5.0,2.0,13.0,6.0,10.0,15.0,12.0,2.0,9.0,10.0,2.0,3.0,12.0,5.0,Medium,32.0,21.0,37.0,21.0,0.0,True,East,-5.0,False,7.4
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,31.0,Plum-headed (Psittacula ) Parakeet cyanocepha la,3.0,4.0,12.0,7.0,3.0,13.0,13.0,3.0,7.0,3.0,12.0,14.0,4.0,12.0,8.0,7.0,3.0,4.0,11.0,7.0,Medium,29.0,13.0,30.0,27.0,-8.0,True,East,-15.0,False,4.29
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,32.0,Red Lory (Eos bornea ),14.0,12.0,8.0,8.0,12.0,11.0,7.0,15.0,11.0,14.0,9.0,8.0,13.0,7.0,12.0,7.0,9.0,7.0,3.0,7.0,Medium,30.0,40.0,30.0,26.0,22.0,True,East,14.0,False,3.75
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,33.0,Red-breasted (Psittacula ) Parakeet alexandri,3.0,4.0,6.0,3.0,5.0,3.0,9.0,4.0,13.0,4.0,14.0,2.0,8.0,7.0,5.0,3.0,3.0,6.0,11.0,3.0,Medium,17.0,21.0,24.0,15.0,2.0,True,East,-1.0,False,8.0
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,34.0,Ring-necked (Phasianus ) Pheasant colchicus,12.0,15.0,9.0,3.0,15.0,4.0,9.0,15.0,15.0,8.0,3.0,15.0,6.0,10.0,13.0,8.0,9.0,5.0,5.0,15.0,Medium,28.0,38.0,24.0,31.0,14.0,True,East,11.0,False,8.0
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,35.0,Rose-ringed (Psittacula ) Parakeet krameri,22.0,14.0,8.0,36.0,7.0,8.0,15.0,6.0,13.0,14.0,13.0,5.0,12.0,4.0,11.0,13.0,22.0,14.0,3.0,36.0,Medium,30.0,33.0,30.0,28.0,41.0,True,East,5.0,False,0.83
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,36.0,Ruddy Shelduck (Tadorna ) ferruginea,4.0,8.0,14.0,11.0,13.0,4.0,11.0,2.0,10.0,2.0,10.0,7.0,12.0,14.0,6.0,3.0,5.0,14.0,5.0,15.0,Medium,28.0,14.0,29.0,23.0,1.0,True,East,-10.0,False,2.64
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,37.0,Scaly-breasted (Lonchura ) Munia punctulata,11.0,13.0,332.0,332.0,7.0,4.0,2.0,9.0,13.0,10.0,15.0,12.0,6.0,14.0,9.0,15.0,10.0,5.0,332.0,332.0,Medium,13.0,32.0,33.0,38.0,306.0,True,East,-26.0,False,0.1
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,38.0,Silver Pheasant (Lophura ) nycthemera,3.0,4.0,3.0,8.0,8.0,3.0,15.0,13.0,2.0,13.0,4.0,7.0,9.0,9.0,12.0,12.0,3.0,4.0,6.0,8.0,Medium,26.0,28.0,20.0,33.0,9.0,True,East,1.0,False,2.5
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,39.0,Spot-billed Pelican (Pelecanus ) philippensis,12.0,11.0,2.0,2.0,14.0,13.0,11.0,9.0,15.0,2.0,11.0,15.0,2.0,10.0,11.0,12.0,11.0,3.0,3.0,2.0,Medium,38.0,26.0,28.0,33.0,5.0,True,East,3.0,False,14.0
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,40.0,Spotted Dove (Streptopelia ) chinensis,13.0,9.0,20.0,20.0,10.0,13.0,14.0,14.0,4.0,12.0,6.0,9.0,15.0,3.0,15.0,12.0,11.0,5.0,20.0,20.0,Medium,37.0,30.0,30.0,30.0,27.0,True,East,7.0,False,1.5
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,42.0,Zebra Finch (Taeniopygia ) guttata,5.0,5.0,5.0,15.0,8.0,15.0,10.0,8.0,14.0,8.0,8.0,13.0,15.0,5.0,5.0,2.0,5.0,5.0,5.0,15.0,Medium,33.0,30.0,36.0,12.0,30.0,True,East,15.0,False,2.4
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,46.96859169199595,Mammalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,0.0,0.0,0.0,0.0,0.0,False,East,0.0,False,0.0
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,43.0,*Asian Palm Civet (Paradoxuru ) s hermaphrod itus,11.0,6.0,4.0,6.0,5.0,8.0,13.0,2.0,2.0,15.0,14.0,8.0,13.0,2.0,13.0,8.0,13.0,6.0,6.0,2.0,Medium,26.0,19.0,35.0,23.0,-7.0,True,East,-13.0,False,5.83
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,44.0,*Asiatic Lion (Panthera ) leo persica,14.0,4.0,13.0,12.0,9.0,7.0,6.0,6.0,8.0,11.0,10.0,12.0,12.0,9.0,13.0,2.0,2.0,8.0,15.0,14.0,Medium,22.0,25.0,34.0,24.0,1.0,True,East,-11.0,False,2.83
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,45.0,*Bengal Hanuman (Semnopithe ) langur cus entellus,2.0,3.0,3.0,6.0,2.0,2.0,8.0,11.0,11.0,14.0,13.0,5.0,2.0,5.0,4.0,8.0,4.0,3.0,2.0,9.0,Medium,12.0,36.0,20.0,17.0,17.0,True,East,11.0,False,3.33
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,46.0,*Bengal Slow Loris (Nycticebus ) bengalensis,7.0,12.0,5.0,12.0,9.0,3.0,6.0,13.0,13.0,5.0,6.0,15.0,9.0,6.0,14.0,5.0,9.0,11.0,12.0,15.0,Medium,18.0,31.0,30.0,25.0,6.0,True,East,-6.0,False,2.5
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,47.0,*Bengal Tiger (Panthera ) tigris tigris,12.0,6.0,2.0,7.0,11.0,6.0,10.0,9.0,11.0,5.0,6.0,2.0,8.0,9.0,8.0,8.0,12.0,4.0,10.0,5.0,Medium,27.0,25.0,16.0,25.0,18.0,True,East,11.0,False,2.29
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,48.0,*Blackbuck (Antilope ) cervicapra,13.0,32.0,24.0,69.0,6.0,15.0,10.0,15.0,11.0,10.0,5.0,7.0,4.0,2.0,10.0,7.0,13.0,32.0,24.0,69.0,Medium,31.0,36.0,16.0,19.0,101.0,True,East,32.0,False,0.23
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,49.0,*Blackbuck (Antilope ) (leucistic/white) cervicapra,6.0,6.0,11.0,12.0,2.0,7.0,9.0,10.0,9.0,13.0,2.0,2.0,2.0,8.0,8.0,7.0,6.0,6.0,3.0,12.0,Medium,18.0,32.0,6.0,23.0,33.0,True,East,21.0,False,0.5
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,50.0,Chital/ Spotted (Axis axis ) Deer,100.0,210.0,38.0,348.0,10.0,6.0,14.0,4.0,4.0,5.0,64.0,115.0,4.0,12.0,14.0,10.0,35.0,95.0,38.0,168.0,Medium,30.0,13.0,183.0,36.0,172.0,True,East,-176.0,False,0.53
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,51.0,"Common (Hippopotam ) hippopotamus, us Hippopotamus, amphibius Large Hippo",5.0,2.0,8.0,7.0,10.0,15.0,7.0,12.0,7.0,9.0,8.0,8.0,8.0,12.0,14.0,12.0,5.0,2.0,7.0,8.0,Medium,32.0,28.0,24.0,38.0,5.0,True,East,-2.0,False,3.43
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,52.0,*Fox Common (Vulpes ) bengalensis,8.0,2.0,5.0,3.0,10.0,3.0,14.0,2.0,13.0,15.0,9.0,6.0,13.0,13.0,10.0,8.0,2.0,3.0,9.0,5.0,Medium,27.0,30.0,28.0,31.0,1.0,True,East,-2.0,False,9.33
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,54.0,Hybrid Lion (Panthera ) leo (hybrid),5.0,14.0,2.0,2.0,5.0,4.0,8.0,7.0,14.0,14.0,3.0,12.0,3.0,4.0,15.0,11.0,5.0,15.0,4.0,2.0,Medium,17.0,35.0,18.0,30.0,6.0,True,East,4.0,False,9.0
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,55.0,"*Indian Bison,Gaur (Bos gaurus )",5.0,2.0,2.0,7.0,5.0,12.0,9.0,4.0,11.0,11.0,14.0,15.0,5.0,9.0,5.0,10.0,4.0,2.0,9.0,6.0,Medium,26.0,26.0,34.0,24.0,1.0,True,East,-6.0,False,4.86
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,56.0,"*Indian Chevrotain, (Moschiola ) Mouse Deer indica",11.0,6.0,2.0,15.0,5.0,4.0,12.0,2.0,2.0,10.0,4.0,9.0,14.0,6.0,5.0,11.0,2.0,2.0,2.0,4.0,Medium,21.0,14.0,27.0,22.0,1.0,True,East,-14.0,False,1.8
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,57.0,Indian Crested (Hystrix ) Porcupine indica,15.0,15.0,8.0,38.0,12.0,4.0,9.0,10.0,4.0,4.0,5.0,5.0,12.0,8.0,2.0,11.0,10.0,10.0,8.0,28.0,Medium,25.0,18.0,22.0,21.0,38.0,True,East,0.0,False,0.58
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,58.0,*Indian Elephant (Elephas ) maximus,8.0,5.0,10.0,2.0,11.0,6.0,7.0,11.0,3.0,8.0,6.0,11.0,8.0,8.0,3.0,7.0,4.0,14.0,15.0,2.0,Medium,24.0,22.0,25.0,18.0,5.0,True,East,3.0,False,12.5
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,59.0,*Indian Jackal (Canis ) aureus indicus,3.0,3.0,4.0,10.0,13.0,2.0,4.0,11.0,2.0,9.0,6.0,9.0,2.0,15.0,6.0,3.0,3.0,3.0,4.0,10.0,Medium,19.0,22.0,17.0,24.0,10.0,False,East,0.0,False,1.7
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,60.0,Indian Muntjac (Muntiacus ) muntjak,11.0,17.0,3.0,29.0,8.0,11.0,13.0,14.0,8.0,3.0,9.0,15.0,12.0,6.0,14.0,12.0,11.0,17.0,8.0,29.0,Medium,32.0,25.0,36.0,32.0,18.0,True,East,-11.0,False,1.24
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,61.0,*Indian Wolf (Canis lupus ) pallipes,13.0,10.0,11.0,2.0,9.0,14.0,3.0,6.0,7.0,11.0,5.0,15.0,5.0,5.0,11.0,2.0,14.0,6.0,13.0,2.0,Medium,26.0,24.0,25.0,18.0,9.0,True,East,7.0,False,12.5
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,62.0,*Jungle Cat (Felis chaus ),5.0,2.0,10.0,17.0,15.0,14.0,3.0,10.0,8.0,12.0,5.0,12.0,12.0,4.0,13.0,15.0,5.0,2.0,13.0,20.0,Medium,32.0,30.0,29.0,32.0,18.0,True,East,1.0,False,1.71
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,63.0,*Leopard (Panthera ) pardus,2.0,5.0,13.0,7.0,14.0,7.0,12.0,3.0,8.0,12.0,13.0,15.0,6.0,8.0,7.0,5.0,2.0,4.0,11.0,6.0,Medium,33.0,23.0,34.0,20.0,9.0,True,East,2.0,False,4.86
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,64.0,*Leopard (Panthera ) (melanistic) pardus,15.0,6.0,13.0,10.0,2.0,4.0,6.0,12.0,12.0,15.0,4.0,2.0,3.0,7.0,10.0,10.0,2.0,7.0,3.0,7.0,Medium,12.0,39.0,9.0,27.0,25.0,True,East,15.0,False,0.9
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,65.0,*Leopard Cat (Prionailurus ) bengalensis,10.0,14.0,11.0,2.0,3.0,4.0,6.0,5.0,12.0,4.0,13.0,5.0,9.0,4.0,2.0,11.0,4.0,4.0,9.0,2.0,Medium,13.0,21.0,27.0,17.0,-8.0,True,East,-10.0,False,13.5
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,66.0,*Malabar Giant (Ratufa ) Squirrel (Indian indica Giant Squirrel),9.0,5.0,12.0,6.0,9.0,3.0,4.0,3.0,15.0,13.0,13.0,4.0,6.0,14.0,6.0,14.0,2.0,3.0,8.0,7.0,Medium,16.0,31.0,23.0,34.0,-4.0,True,East,-10.0,False,3.83
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,68.0,*Rhesus Macaque (Macaca ) mulatta,25.0,21.0,26.0,72.0,14.0,9.0,5.0,5.0,13.0,12.0,2.0,8.0,2.0,8.0,4.0,11.0,25.0,21.0,26.0,72.0,Medium,28.0,30.0,12.0,23.0,95.0,True,East,23.0,False,0.17
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,69.0,Sambar Deer (Rusa ) unicolor,15.0,12.0,6.0,33.0,14.0,14.0,9.0,5.0,9.0,9.0,14.0,3.0,15.0,8.0,2.0,14.0,15.0,10.0,6.0,31.0,Medium,37.0,23.0,32.0,24.0,37.0,True,East,4.0,False,0.97
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,70.0,*Sloth Bear (Melursus ) ursinus,5.0,2.0,10.0,7.0,10.0,4.0,7.0,8.0,9.0,11.0,6.0,8.0,15.0,15.0,3.0,3.0,4.0,2.0,6.0,6.0,Medium,21.0,28.0,29.0,21.0,6.0,False,East,-1.0,False,4.14
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,71.0,Striped Hyena (Hyaena ) hyaena,6.0,3.0,3.0,12.0,12.0,6.0,8.0,12.0,12.0,9.0,3.0,15.0,9.0,8.0,14.0,2.0,4.0,3.0,3.0,10.0,Medium,26.0,33.0,27.0,24.0,20.0,True,East,8.0,False,2.25
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,72.0,*Tiger (Panthera ) (leucistic/White) tigris,14.0,13.0,15.0,8.0,5.0,7.0,6.0,13.0,6.0,12.0,13.0,13.0,3.0,5.0,11.0,10.0,3.0,10.0,12.0,2.0,Medium,18.0,31.0,29.0,26.0,2.0,False,East,-6.0,False,3.62
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,73.0,Wild Boar (Sus scrofa ),2.0,2.0,10.0,4.0,13.0,5.0,13.0,15.0,5.0,14.0,6.0,14.0,12.0,13.0,15.0,4.0,2.0,2.0,8.0,4.0,Medium,31.0,34.0,32.0,32.0,5.0,True,East,1.0,False,8.0
Bhagwan Birsa Biological Park,Ranchi,Ranchi,Jharkhand,46.96859169199595,Reptilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,0.0,0.0,0.0,0.0,0.0,False,East,0.0,False,0.0
